f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,label
0.0,0.0,-0.2854302227497101,-0.09509391337633133,-0.5304060578346252,-0.32581406831741333,-0.7132838368415833,-0.5356556177139282,-0.8753296136856079,-0.6748141646385193,-0.34050050377845764,-0.9132359027862549,-0.44080543518066406,-1.2624568939208984,-0.4985138475894928,-1.4759063720703125,-0.5425135493278503,-1.653631329536438,-0.1649797409772873,-0.9862933158874512,-0.22068464756011963,-1.3745498657226562,-0.2547314167022705,-1.6024987697601318,-0.2819463908672333,-1.7865886688232422,0.011911382898688316,-0.9689828157424927,-0.0002719243639148772,-1.3236427307128906,-0.021091517060995102,-1.5387296676635742,-0.044901855289936066,-1.7247852087020874,0.18668946623802185,-0.8798416256904602,0.2461336851119995,-1.1455304622650146,0.2718929946422577,-1.3125263452529907,0.2886168658733368,-1.4696348905563354,NEXT
0.0,0.0,-0.2759276330471039,-0.09522759169340134,-0.5064548850059509,-0.31994110345840454,-0.679453432559967,-0.5383999347686768,-0.8368090987205505,-0.7003687024116516,-0.3352073132991791,-0.9148311614990234,-0.4275866448879242,-1.2625212669372559,-0.4777926504611969,-1.471733808517456,-0.5118511915206909,-1.6508737802505493,-0.15861451625823975,-0.987337052822113,-0.2105502486228943,-1.386767029762268,-0.24509167671203613,-1.6198108196258545,-0.27327167987823486,-1.8071675300598145,0.017113417387008667,-0.9635716080665588,0.01445422787219286,-1.335445761680603,-0.0016954407328739762,-1.5567532777786255,-0.02384130284190178,-1.7465884685516357,0.1883620172739029,-0.8659816980361938,0.2512396275997162,-1.129014015197754,0.2808620035648346,-1.2977840900421143,0.3017491102218628,-1.4582703113555908,NEXT
0.0,0.0,-0.27943316102027893,-0.09604810923337936,-0.5089763402938843,-0.31781041622161865,-0.6844304203987122,-0.5380733609199524,-0.8453801870346069,-0.706007719039917,-0.3356192111968994,-0.9139915704727173,-0.4289243817329407,-1.2668323516845703,-0.4817962348461151,-1.4800810813903809,-0.5183733701705933,-1.6630339622497559,-0.15943023562431335,-0.9872056841850281,-0.2099694460630417,-1.3880302906036377,-0.24424585700035095,-1.6238046884536743,-0.2725449502468109,-1.817631721496582,0.015908055007457733,-0.9631222486495972,0.01765485480427742,-1.3382610082626343,0.004511537961661816,-1.56343412399292,-0.01624440588057041,-1.7599167823791504,0.1872359961271286,-0.8637598752975464,0.25505027174949646,-1.1315157413482666,0.2873118221759796,-1.301429033279419,0.30840998888015747,-1.4633784294128418,NEXT
0.0,0.0,-0.28208887577056885,-0.0907549038529396,-0.5133908987045288,-0.31886032223701477,-0.6845701336860657,-0.5451049208641052,-0.8455382585525513,-0.708552896976471,-0.33875375986099243,-0.9115996360778809,-0.42996150255203247,-1.258675456047058,-0.4802435636520386,-1.4682308435440063,-0.5168953537940979,-1.6487975120544434,-0.1613263040781021,-0.9868977069854736,-0.2075505554676056,-1.388291358947754,-0.2385396510362625,-1.6259578466415405,-0.26497694849967957,-1.8192270994186401,0.013532371260225773,-0.9622097611427307,0.0184938944876194,-1.3342751264572144,0.008923429995775223,-1.5609077215194702,-0.008944804780185223,-1.7571148872375488,0.18339736759662628,-0.8613848090171814,0.2516658902168274,-1.1281137466430664,0.28543350100517273,-1.2970550060272217,0.30751416087150574,-1.45607328414917,NEXT
0.0,0.0,-0.03042568452656269,-0.4822218418121338,-0.16991665959358215,-0.8823112845420837,-0.392476886510849,-1.1160645484924316,-0.6035060286521912,-1.2116663455963135,-0.1337200552225113,-1.1506117582321167,-0.47011449933052063,-1.5702998638153076,-0.6934481859207153,-1.7721812725067139,-0.881987988948822,-1.918694019317627,-0.1865941733121872,-0.9824327230453491,-0.6904093623161316,-1.2468864917755127,-0.9813586473464966,-1.2758837938308716,-1.1714001893997192,-1.2836464643478394,-0.27977418899536133,-0.7478479743003845,-0.8038668632507324,-0.8556320071220398,-0.9735822081565857,-0.7812606692314148,-1.0288639068603516,-0.7436679005622864,-0.39529308676719666,-0.4910654127597809,-0.794629693031311,-0.5434355735778809,-0.8476742506027222,-0.4737872779369354,-0.8130333423614502,-0.44843238592147827,NEXT
0.0,0.0,-0.3712475001811981,-0.1167607381939888,-0.6689489483833313,-0.38224542140960693,-0.8072735071182251,-0.7463221549987793,-0.8346109390258789,-1.0827946662902832,-0.4297424256801605,-0.8651901483535767,-0.5175448656082153,-1.194861888885498,-0.590884804725647,-1.34959077835083,-0.6445235013961792,-1.3886264562606812,-0.24715125560760498,-0.9689717888832092,-0.3148288428783417,-1.3738573789596558,-0.4100320041179657,-1.5234997272491455,-0.4879721999168396,-1.4703538417816162,-0.0504324734210968,-1.005167007446289,-0.0911838635802269,-1.4189281463623047,-0.1946324110031128,-1.5197904109954834,-0.2887752652168274,-1.3972517251968384,0.16436858475208282,-0.9912678599357605,0.14439597725868225,-1.3346855640411377,0.04587749391794205,-1.4172477722167969,-0.06014930084347725,-1.306795358657837,PREV
0.0,0.0,-0.31481707096099854,-0.1360824704170227,-0.55501389503479,-0.43922311067581177,-0.6591567397117615,-0.786270260810852,-0.7019424438476562,-1.084139347076416,-0.3815355896949768,-0.9062868356704712,-0.4482024610042572,-1.2459505796432495,-0.49693137407302856,-1.434127688407898,-0.5388714671134949,-1.5888466835021973,-0.18278023600578308,-0.9831497073173523,-0.2293703258037567,-1.3541983366012573,-0.2908327877521515,-1.5665520429611206,-0.3548462390899658,-1.6927480697631836,0.004547865130007267,-0.9844818711280823,0.024541087448596954,-1.3175095319747925,-0.011143054813146591,-1.4524036645889282,-0.0724806860089302,-1.483953833580017,0.187583327293396,-0.9300849437713623,0.21626469492912292,-1.216354489326477,0.1902654469013214,-1.324525237083435,0.13022686541080475,-1.3267316818237305,PREV
0.0,0.0,-0.1728743612766266,-0.12461603432893753,-0.27890270948410034,-0.28250181674957275,-0.28627562522888184,-0.3873825967311859,-0.2658784091472626,-0.49936696887016296,-0.16665388643741608,-0.9848635792732239,-0.09855853021144867,-1.3511805534362793,-0.06522438675165176,-1.5142666101455688,-0.03997546806931496,-1.6365776062011719,-0.03422174230217934,-0.9994107484817505,0.025578970089554787,-1.3878483772277832,0.04517429322004318,-1.5775285959243774,0.050663772970438004,-1.690496802330017,0.07617489993572235,-0.9191912412643433,0.12649907171726227,-1.2523521184921265,0.11866488307714462,-1.4171156883239746,0.0897991731762886,-1.5096338987350464,0.17678749561309814,-0.7643539309501648,0.18214210867881775,-0.9245501160621643,0.11319328099489212,-0.9813593029975891,0.019425319507718086,-0.986448347568512,PREV
0.0,0.0,-0.19603188335895538,-0.05355944111943245,-0.30171605944633484,-0.25615131855010986,-0.3104685842990875,-0.46290111541748047,-0.38655805587768555,-0.6529964804649353,-0.1844489574432373,-0.9401120543479919,-0.049041666090488434,-1.3550150394439697,0.061152078211307526,-1.6336240768432617,0.17670124769210815,-1.867049217224121,-0.04176442697644234,-0.9991235733032227,0.07268870621919632,-1.4784207344055176,0.16035857796669006,-1.790006160736084,0.24524003267288208,-2.052290201187134,0.0852048322558403,-0.9791126847267151,0.16004705429077148,-1.4221889972686768,0.22213302552700043,-1.7091161012649536,0.2909539043903351,-1.9470638036727905,0.20483960211277008,-0.8959318399429321,0.24965906143188477,-1.2348239421844482,0.29371771216392517,-1.4397635459899902,0.3336830139160156,-1.6073071956634521,PREV
0.0,0.0,-0.20139852166175842,-0.07080437988042831,-0.3114480674266815,-0.27307313680648804,-0.3283989727497101,-0.4828954339027405,-0.41015881299972534,-0.6768895387649536,-0.17440682649612427,-0.9504793286323547,-0.034995757043361664,-1.3689403533935547,0.061075471341609955,-1.6351808309555054,0.1605662703514099,-1.85673987865448,-0.03844434395432472,-0.9992569088935852,0.07135625928640366,-1.4863542318344116,0.14283442497253418,-1.780489444732666,0.20977050065994263,-2.0299723148345947,0.07816256582736969,-0.9578533172607422,0.13333702087402344,-1.3710157871246338,0.18326660990715027,-1.631487488746643,0.24127034842967987,-1.8449780941009521,0.1816379725933075,-0.8461617827415466,0.16866141557693481,-1.0996308326721191,0.1636158972978592,-1.229308843612671,0.16813498735427856,-1.3361284732818604,PREV
